ID,marital_status,Nacionality,Application_mode,Course,Previous_qualification,Mother_qualification,Father_qualification
4046,1,1,1,11,1,13,1
4047,2,1,1,12,1,1,1
4048,1,1,1,12,1,23,27
4049,1,1,17,13,16,1,14
4050,1,1,1,8,1,19,1
4051,1,1,8,11,1,23,14
4052,1,1,1,11,1,22,27
4054,1,1,1,15,1,22,27
4055,1,1,12,6,1,3,14
4056,1,1,1,6,1,1,1
4058,1,1,1,6,1,1,3
4059,1,1,1,15,1,13,14
4060,1,1,3,8,1,5,33
4061,1,1,14,8,1,2,1
4062,1,1,17,6,16,1,14
4063,1,1,12,17,1,1,27
4066,1,1,1,13,1,13,28
4067,2,1,4,3,3,23,1
4068,1,1,1,14,1,1,1
4069,1,1,8,10,1,2,3
4070,1,1,9,12,1,3,3
4071,1,1,1,11,1,1,28
4073,1,1,8,10,1,13,14
4074,1,1,9,12,1,23,27
4075,1,1,8,6,1,13,28
4076,1,1,1,12,1,13,28
4077,1,1,1,5,1,19,1
4078,2,1,12,17,1,23,14
4080,1,1,1,2,1,22,27
4083,1,1,4,17,3,3,14
4084,2,1,12,9,1,1,14
4085,1,1,15,8,14,1,27
4086,1,1,12,3,12,22,27
4089,2,1,14,3,10,19,24
4090,2,1,12,3,1,19,24
4091,1,1,14,17,1,22,28
4092,1,1,1,12,1,1,1
4093,1,1,1,15,1,22,28
4094,2,1,4,10,3,22,14
4095,1,1,1,12,1,23,27
4096,4,1,12,3,12,22,27
4097,1,1,14,17,3,22,27
4098,1,1,8,13,1,22,27
4099,1,1,9,10,1,23,24
4101,1,1,1,5,1,22,27
4102,1,1,8,6,1,22,27
4104,1,1,1,10,1,22,28
4105,1,1,1,9,1,23,14
4106,1,1,8,15,1,1,28
4107,1,1,1,12,1,22,14
4108,1,1,8,12,1,22,28
4109,1,1,1,10,1,1,14
4110,1,1,1,12,1,23,14
4111,1,1,1,12,1,13,27
4112,4,1,12,12,1,23,27
4113,4,1,12,13,1,23,27
4114,1,1,8,15,1,2,1
4117,1,1,1,12,1,1,27
4118,1,1,1,6,1,2,1
4119,1,1,8,16,1,1,28
4120,1,1,8,12,1,13,1
4121,1,1,4,6,15,1,1
4122,1,1,8,10,1,13,14
4123,1,3,1,12,1,22,27
4127,1,1,1,3,1,23,28
4128,1,1,8,6,1,23,28
4129,1,1,1,12,1,22,27
4130,1,1,1,12,1,22,27
4131,1,1,12,12,1,13,1
4134,1,1,1,10,1,19,28
4135,1,1,1,3,1,23,28
4136,5,1,14,12,1,1,28
4137,2,1,12,11,1,22,27
4138,1,1,8,16,1,22,27
4139,1,1,8,10,1,23,14
4140,4,1,4,10,15,19,24
4141,1,1,4,5,3,3,5
4142,1,1,14,3,9,19,24
4145,1,1,1,10,1,13,1
4146,2,1,12,12,12,22,28
4149,1,1,14,12,1,23,27
4150,1,1,1,15,1,19,18
4151,1,1,12,4,1,22,27
4152,1,1,1,6,1,8,14
4154,1,1,1,16,1,22,14
4155,1,1,1,6,1,3,14
4157,1,1,1,8,1,3,1
4158,1,1,1,12,1,3,27
4159,1,1,1,14,1,13,14
4160,1,1,15,17,14,22,27
4162,4,16,14,16,1,13,16
4163,1,1,8,10,1,13,28
4164,1,1,14,2,1,22,28
4165,1,1,1,12,1,13,14
4167,1,1,8,5,1,13,28
4168,1,1,1,15,1,19,28
4169,1,1,1,15,1,22,27
4173,1,1,1,12,1,22,27
4174,1,1,1,10,1,22,27
4175,1,1,14,12,1,23,14
4176,1,1,1,11,1,13,1
4178,1,1,1,12,1,13,28
4179,1,1,8,12,1,3,14
4181,1,1,14,16,1,22,27
4182,1,1,12,13,1,29,30
4183,1,1,1,6,1,23,28
4184,1,1,1,10,1,23,28
4187,2,1,12,3,1,22,28
4188,1,1,1,14,1,22,1
4189,1,1,13,11,1,23,27
4190,1,1,14,17,14,22,27
4193,1,1,8,11,1,1,4
4194,1,1,1,9,1,23,28
4195,1,1,1,11,1,22,27
4196,1,1,1,12,1,13,27
4197,1,1,8,15,1,1,1
4199,1,1,1,12,1,23,28
4200,1,1,1,9,1,22,27
4201,1,1,8,3,1,22,27
4203,1,1,1,5,1,13,28
4204,1,1,1,10,1,19,28
4205,1,1,1,12,1,1,27
4206,1,1,1,11,1,13,14
4207,1,1,1,12,1,23,27
4208,1,1,1,2,1,1,28
4209,1,18,1,9,1,22,27
4210,1,1,1,11,1,13,1
4211,1,1,1,10,1,13,27
4212,1,1,8,15,1,1,1
4213,1,1,1,10,1,13,27
4214,1,1,1,12,1,23,27
4215,1,1,1,2,1,13,27
4216,1,1,1,15,1,1,27
4217,1,1,1,15,1,1,2
4219,1,1,7,10,1,22,27
4220,1,1,1,14,1,19,28
4221,1,1,1,10,1,22,27
4222,1,1,1,10,1,13,1
4223,1,1,8,11,1,13,28
4224,1,1,14,12,1,23,14
4225,1,1,15,10,14,23,14
4226,1,1,8,3,1,13,1
4227,1,1,1,10,1,23,1
4229,2,1,12,6,1,21,26
4230,2,1,14,12,1,3,3
4232,1,1,14,14,1,1,28
4233,1,1,1,12,1,23,28
4236,1,1,14,15,1,23,14
4238,1,1,1,6,1,23,14
4239,1,1,12,6,15,3,2
4240,1,1,16,6,1,1,1
4241,1,1,1,12,1,22,27
4242,1,1,8,10,1,13,28
4244,1,1,1,2,1,3,3
4245,1,1,9,16,1,13,27
4246,2,1,14,17,1,23,14
4247,2,1,12,3,12,22,27
4248,2,1,12,12,3,1,1
4249,2,1,14,17,3,22,27
4250,4,1,12,12,12,22,27
4251,1,1,1,9,1,7,16
4252,2,1,1,17,1,13,14
4253,1,1,9,16,1,13,27
4254,1,1,1,14,1,22,27
4255,1,1,4,3,4,2,3
4256,1,1,12,12,1,1,14
4258,1,1,1,12,1,13,14
4259,1,1,1,15,1,22,14
4260,1,1,12,4,1,22,27
4261,2,1,14,17,2,22,27
4262,1,1,8,9,1,1,27
4263,2,1,12,17,9,22,1
4264,1,1,15,4,14,22,14
4265,1,1,8,15,1,1,14
4267,1,1,1,11,1,1,1
4268,1,1,1,17,1,5,1
4270,1,1,8,5,1,22,28
4271,1,1,8,7,1,1,3
4272,1,1,1,12,1,1,14
4276,5,1,12,9,1,1,14
4277,1,1,8,7,1,13,27
4278,1,1,1,15,1,1,1
4279,1,1,8,11,1,13,1
4280,1,1,12,17,1,13,27
4282,1,1,9,9,1,22,27
4283,1,1,12,9,12,23,14
4286,1,1,1,6,1,22,14
4287,1,1,15,6,14,1,1
4288,1,1,15,4,14,1,3
4289,1,1,1,10,1,13,1
4290,1,1,1,2,1,1,10
4291,1,1,1,2,1,1,28
4292,2,1,12,12,3,1,1
4293,1,1,1,11,1,13,14
4294,1,1,12,4,1,23,27
4296,1,1,15,5,14,1,28
4297,1,1,1,15,1,23,27
4298,1,1,12,17,14,13,14
4299,1,1,8,9,1,23,28
4300,1,1,15,4,14,1,27
4301,1,1,14,2,14,23,27
4302,1,1,8,9,1,22,27
4303,1,1,8,15,1,1,1
4304,1,1,1,9,1,13,1
4305,1,1,1,9,1,13,3
4306,1,1,13,9,1,13,1
4307,1,1,12,2,1,19,24
4308,1,1,15,2,14,1,1
4309,1,1,1,15,1,1,14
4310,1,1,15,6,14,23,27
4312,1,1,4,17,3,13,14
4313,1,1,14,16,1,2,29
4314,1,1,8,7,1,22,27
4315,1,1,1,11,1,1,3
4316,1,1,1,5,1,28,3
4317,1,1,8,14,1,1,14
4318,1,14,1,2,1,1,1
4319,1,1,8,15,1,13,28
4322,1,7,1,15,1,1,1
4323,1,1,12,17,12,22,27
4324,1,1,1,12,1,13,14
4325,2,1,4,3,3,13,28
4326,1,1,12,3,14,13,27
4327,2,1,12,9,9,22,27
4328,2,1,14,16,1,23,22
4329,1,1,8,10,1,22,1
4330,1,1,1,10,1,1,27
4331,1,1,8,2,1,22,14
4332,1,1,1,10,1,22,1
4333,1,1,1,10,1,13,28
4334,1,1,1,11,1,23,14
4337,1,1,1,6,1,1,14
4339,1,1,13,12,1,3,27
4340,1,1,8,6,1,2,3
4341,1,1,8,12,1,13,27
4342,1,1,12,14,1,19,24
4344,1,1,8,10,1,23,27
4345,1,1,1,15,1,1,14
4346,1,1,8,11,1,10,14
4347,1,1,8,9,1,1,1
4348,1,1,1,12,1,3,1
4349,1,1,1,12,1,23,14
4350,1,1,15,6,14,3,1
4351,1,1,1,5,1,1,1
4352,1,1,1,16,1,23,28
4353,1,1,1,2,1,3,1
4355,1,1,1,6,1,4,14
4356,1,1,12,6,12,22,27
4357,1,1,12,3,1,13,27
4358,1,1,14,11,1,22,27
4359,1,1,1,10,1,1,14
4360,1,1,8,12,1,13,27
4361,1,1,8,12,1,3,3
4362,1,1,1,6,1,1,28
4363,1,1,8,16,1,19,24
4365,1,1,1,2,1,23,28
4366,1,1,1,14,1,3,14
4367,1,1,8,6,1,13,14
4368,1,1,12,17,1,22,27
4370,1,1,1,2,1,1,3
4371,1,1,1,12,1,23,14
4372,1,1,12,4,1,10,10
4374,5,1,4,12,15,22,27
4375,1,1,14,17,1,22,27
4376,1,1,8,12,1,23,1
4377,2,1,14,17,1,22,27
4378,2,1,12,16,12,22,27
4379,1,1,12,17,1,22,27
4380,1,1,4,12,2,23,27
4382,1,1,1,12,1,1,1
4383,1,1,12,3,1,22,27
4384,2,1,1,10,1,22,24
4385,1,1,1,10,1,13,14
4386,1,1,8,14,1,22,28
4387,2,1,1,17,1,22,27
4388,2,1,14,9,2,22,27
4389,1,1,1,10,1,13,14
4390,1,1,12,6,1,23,28
4393,1,1,12,17,1,23,28
4394,1,1,1,12,1,23,1
4395,1,1,8,15,1,19,24
4396,1,1,1,15,1,13,27
4398,1,1,12,9,1,23,28
4399,1,1,1,11,1,22,14
4400,2,1,12,17,1,22,27
4401,1,1,4,6,3,13,27
4403,1,1,8,12,1,1,1
4404,2,1,12,8,12,2,1
4405,1,1,1,12,1,22,27
4407,1,1,1,15,1,1,14
4408,2,1,12,15,1,22,27
4409,2,1,14,17,1,22,27
4410,1,1,1,5,1,22,14
4411,1,1,15,8,14,22,27
4414,1,1,1,8,1,3,28
4415,4,1,12,12,12,22,27
4416,1,1,14,12,1,23,28
4417,1,1,1,5,1,1,1
4418,1,1,15,5,14,3,28
4419,1,1,1,15,1,1,1
4420,1,19,1,15,1,1,1
4421,1,1,1,12,1,22,27
4422,1,1,1,9,1,22,27
4423,1,9,5,15,1,23,27
